"Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages"
"94513","STANDARD","BRENTWOOD","CA","PRIMARY",37.87,-121.68,"NA-US-CA-BRENTWOOD","false",21818,42684,1231646709
"95007","PO BOX","BROOKDALE","CA","PRIMARY",37.10,-122.11,"NA-US-CA-BROOKDALE","false",378,647,14184739
"94505","STANDARD","DISCOVERY BAY","CA","PRIMARY",37.86,-121.64,"NA-US-CA-DISCOVERY BAY","false",5224,9925,338045543
"94514","STANDARD","BYRON","CA","PRIMARY",37.85,-121.62,"NA-US-CA-BYRON","false",927,1729,49842868
"94515","STANDARD","CALISTOGA","CA","PRIMARY",38.62,-122.61,"NA-US-CA-CALISTOGA","false",3418,5845,124927436
"95008","STANDARD","CAMPBELL","CA","PRIMARY",37.28,-121.95,"NA-US-CA-CAMPBELL","false",21629,36168,1394476952
"95009","PO BOX","CAMPBELL","CA","PRIMARY",37.28,-121.94,"NA-US-CA-CAMPBELL","false",357,497,14193371
"95011","PO BOX","CAMPBELL","CA","PRIMARY",37.29,-121.95,"NA-US-CA-CAMPBELL","false",738,1102,34664890
"94516","PO BOX","CANYON","CA","PRIMARY",37.82,-122.16,"NA-US-CA-CANYON","false",,,
"95010","STANDARD","CAPITOLA","CA","PRIMARY",36.97,-121.95,"NA-US-CA-CAPITOLA","false",5183,7918,209706641
"93921","PO BOX","CARMEL BY THE SEA","CA","PRIMARY",36.55,-121.92,"NA-US-CA-CARMEL BY THE SEA","false",2697,4014,96704016
"93922","PO BOX","CARMEL","CA","PRIMARY",36.48,-121.74,"NA-US-CA-CARMEL","false",1270,1913,42944661
"93923","STANDARD","CARMEL","CA","PRIMARY",36.46,-121.82,"NA-US-CA-CARMEL","false",5158,8358,243839342
"93924","STANDARD","CARMEL VALLEY","CA","PRIMARY",36.39,-121.65,"NA-US-CA-CARMEL VALLEY","false",3103,5275,146574746
